objectid,id_centrale,code_centrale,libelle_centrale,annee,libelle_groupage,type_compteur,type_comptage,nb_canaux,nb_annee,code_canal,mja_jo,mja_tcj,mja_pl_tcj,hp_johvs_matin,hp_johvs_soir,tir_tcj,v85ma_tcj,vtma_tcj,descriptif_periode,time_days,name,oneway,ref_mmm,highway,nom_commune,cycles,osm_id
1556,33,44673,MONTPELLIER. Avenue de Toulouse,2023,Rieucoulon_Flandres,compteur feux,comptage bidirectionnel,3,9,0,23005,21605,,1583 (8h00 - 9h00),1647 (16h00 - 17h00),,,,du 01/01/2023 au 05/11/2023,308,Avenue de Toulouse,UNKNOWN, ,primary,Montpellier, ,16123132
1557,33,44673,MONTPELLIER. Avenue de Toulouse,2023,Flandres_Rieucoulon,compteur feux,comptage bidirectionnel,3,9,1,14607,13720,,949 (12h00 - 13h00),1165 (17h00 - 18h00),,,,du 01/01/2023 au 05/11/2023,308,Avenue de Toulouse,UNKNOWN, ,primary,Montpellier, ,16123132
5474,75592,44697,BAILLARGUES. Route Imperiale,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,3264,2987,17,,,,,,du 28/11/2023 au 06/12/2023,8,Route Impériale,UNKNOWN, ,tertiary,Baillargues, ,49577627
5473,75592,44697,BAILLARGUES. Route Imperiale,2023,Petit Bonheur_Cascade,compteur ponctuel,comptage bidirectionnel,3,1,1,1993,1822,12,155 (11h45 - 12h45),218 (17h15 - 18h15),96,55,45,du 28/11/2023 au 06/12/2023,8,Route Impériale,UNKNOWN, ,tertiary,Baillargues, ,49577627
5472,75592,44697,BAILLARGUES. Route Imperiale,2023,Cascade_Petit Bonheur,compteur ponctuel,comptage bidirectionnel,3,1,0,1271,1165,5,112 (8h15 - 9h15),125 (17h00 - 18h00),92,50,41,du 28/11/2023 au 06/12/2023,8,Route Impériale,UNKNOWN, ,tertiary,Baillargues, ,49577627
8127,777,44738,MONTPELLIER. RM5 3139,2023,Sens cumulés,compteur tournant,comptage bidirectionnel,3,8,Z,6620,5931,265,,,,,,du 21/07/2023 au 27/07/2023,6,Route de Lavérune,UNKNOWN, ,secondary,Saint-Jean-de-Védas, ,22747024
8126,777,44738,MONTPELLIER. RM5 3139,2023,Gennevaux_Fajon,compteur tournant,comptage bidirectionnel,3,8,1,6554,5871,95,747 (7h15 - 8h15),692 (17h15 - 18h15),0,39,24,du 22/03/2023 au 18/12/2023,271,Route de Lavérune,UNKNOWN, ,secondary,Saint-Jean-de-Védas, ,22747024
8125,777,44738,MONTPELLIER. RM5 3139,2023,Fajon_Gennevaux,compteur tournant,comptage bidirectionnel,3,8,0,66,60,,6 (8h15 - 9h15),8 (18h15 - 19h15),,34,20,du 21/07/2023 au 27/07/2023,6,Route de Lavérune,UNKNOWN, ,secondary,Saint-Jean-de-Védas, ,22747024
7825,537,44937,MONTPELLIER. Rue des Catalpas,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,3,Z,2403,2233,,,,,,,du 30/11/2023 au 19/12/2023,19,Rue des Catalpas,UNKNOWN, ,residential,Montpellier, ,31300679
7823,537,44937,MONTPELLIER. Rue des Catalpas,2023,Vachet_ Honegger,compteur ponctuel,comptage bidirectionnel,3,3,0,1558,1434,,169 (8h00 - 9h00),159 (17h00 - 18h00),5,28,19,du 30/11/2023 au 19/12/2023,19,Rue des Catalpas,UNKNOWN, ,residential,Montpellier, ,31300679
7824,537,44937,MONTPELLIER. Rue des Catalpas,2023,Honegger_Vachet,compteur ponctuel,comptage bidirectionnel,3,3,1,845,799,,55 (8h00 - 9h00),82 (17h00 - 18h00),7,28,18,du 30/11/2023 au 19/12/2023,19,Rue des Catalpas,UNKNOWN, ,residential,Montpellier, ,31300679
7976,55877,45117,LATTES-BOIRARGUES. Avenue des Platanes,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,3760,3255,13,,,,,,du 22/03/2023 au 29/03/2023,7,Avenue des Platanes,UNKNOWN, ,tertiary,Lattes, ,25779529
7975,55877,45117,LATTES-BOIRARGUES. Avenue des Platanes,2023,Muraillette_Chene,compteur ponctuel,comptage bidirectionnel,3,1,1,2241,1921,8,196 (12h00 - 13h00),271 (17h45 - 18h45),1,38,27,du 22/03/2023 au 29/03/2023,7,Avenue des Platanes,UNKNOWN, ,tertiary,Lattes, ,25779529
7974,55877,45117,LATTES-BOIRARGUES. Avenue des Platanes,2023,Chene_Muraillette,compteur ponctuel,comptage bidirectionnel,3,1,0,1519,1334,5,135 (8h15 - 9h15),135 (17h30 - 18h30),1,38,27,du 22/03/2023 au 29/03/2023,7,Avenue des Platanes,UNKNOWN, ,tertiary,Lattes, ,25779529
3404,538,45507,MONTPELLIER. Rue du Grau,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,3,Z,4785,4434,3,,,,,,du 30/11/2023 au 06/12/2023,6,Rue du Grau,UNKNOWN, ,residential,Montpellier, ,31300555
3403,538,45507,MONTPELLIER. Rue du Grau,2023,Vachet_Leclerc,compteur ponctuel,comptage bidirectionnel,3,3,1,3107,2886,2,284 (8h00 - 9h00),308 (17h00 - 18h00),31,36,24,du 30/11/2023 au 06/12/2023,6,Rue du Grau,UNKNOWN, ,residential,Montpellier, ,31300555
3402,538,45507,MONTPELLIER. Rue du Grau,2023,Leclerc_Vachet,compteur ponctuel,comptage bidirectionnel,3,3,0,1678,1548,1,118 (8h00 - 9h00),183 (17h00 - 18h00),25,35,23,du 30/11/2023 au 06/12/2023,6,Rue du Grau,UNKNOWN, ,residential,Montpellier, ,31300555
3393,899,45508,MONTPELLIER. Rue de Cherchell,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,3,Z,388,377,0,,,,,,du 07/06/2023 au 15/06/2023,8,Rue de Cherchell,UNKNOWN, ,residential,Montpellier, ,31300549
3392,899,45508,MONTPELLIER. Rue de Cherchell,2023,Vachet_Leclerc,compteur ponctuel,comptage bidirectionnel,3,3,1,355,346,0,28 (8h15 - 9h15),38 (17h30 - 18h30),9,28,17,du 07/06/2023 au 15/06/2023,8,Rue de Cherchell,UNKNOWN, ,residential,Montpellier, ,31300549
3391,899,45508,MONTPELLIER. Rue de Cherchell,2023,Leclerc_Vachet,compteur ponctuel,comptage bidirectionnel,3,3,0,33,31,0,2 (10h00 - 11h00),3 (19h15 - 20h15),10,28,17,du 07/06/2023 au 15/06/2023,8,Rue de Cherchell,UNKNOWN, ,residential,Montpellier, ,31300549
4877,1845,45617,MONTPELLIER. Rue de la Merci,2023,Courreau_Giral,compteur ponctuel,comptage unidirectionnel,1,3,0,4748,4414,,426 (8h00 - 9h00),327 (18h00 - 19h00),4,26,15,du 06/11/2023 au 12/11/2023,6,Rue de la Merci,YES, ,residential,Montpellier, ,23228779
5298,55938,45679,PIGNAN. Avenue de Saint Georges d'Orques,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,4159,3659,,,,,,,du 30/05/2023 au 05/06/2023,6,Avenue de Saint-Georges-d'Orques,UNKNOWN, ,tertiary,Pignan, ,25289603
5296,55938,45679,PIGNAN. Avenue de Saint Georges d'Orques,2023,Lilas_Violettes,compteur ponctuel,comptage bidirectionnel,3,1,0,2845,2509,,323 (7h00 - 8h00),248 (17h00 - 18h00),,48,40,du 30/05/2023 au 05/06/2023,6,Avenue de Saint-Georges-d'Orques,UNKNOWN, ,tertiary,Pignan, ,25289603
5297,55938,45679,PIGNAN. Avenue de Saint Georges d'Orques,2023,Violettes_Lilas,compteur ponctuel,comptage bidirectionnel,3,1,1,1314,1150,,93 (8h00 - 9h00),155 (18h00 - 19h00),,49,41,du 30/05/2023 au 05/06/2023,6,Avenue de Saint-Georges-d'Orques,UNKNOWN, ,tertiary,Pignan, ,25289603
8260,19,4584,RM065 COUSTOULIERS - MMt34.F,2023,Sens cumulés,compteur permanent,comptage bidirectionnel,3,12,Z,29836,27920,,,,,,,du 10/01/2023 au 31/12/2023,355, ,UNKNOWN, ,primary,Vendargues, ,22956962
8258,19,4584,RM065 COUSTOULIERS - MMt34.F,2023,RM613_RM610,compteur permanent,comptage bidirectionnel,3,12,0,15565,14566,,1045 (8h00 - 9h00),1140 (16h00 - 17h00),5,62,40,du 10/01/2023 au 31/12/2023,355, ,UNKNOWN, ,primary,Vendargues, ,22956962
8259,19,4584,RM065 COUSTOULIERS - MMt34.F,2023,RM610_RM613,compteur permanent,comptage bidirectionnel,3,12,1,14271,13354,,1066 (7h00 - 8h00),1012 (17h00 - 18h00),6,65,53,du 10/01/2023 au 31/12/2023,355, ,UNKNOWN, ,primary,Vendargues, ,22956962
3283,55965,46042,MONTPELLIER. Rue des Grezes,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,1489,1223,,,,,,,du 12/04/2023 au 18/04/2023,6,Rue des Grèzes,UNKNOWN, ,residential,Montpellier, ,73831260
3281,55965,46042,MONTPELLIER. Rue des Grezes,2023,Salinier_Mazet,compteur ponctuel,comptage bidirectionnel,3,1,0,785,625,,54 (8h00 - 9h00),147 (16h00 - 17h00),,43,34,du 12/04/2023 au 18/04/2023,6,Rue des Grèzes,UNKNOWN, ,residential,Montpellier, ,73831260
3282,55965,46042,MONTPELLIER. Rue des Grezes,2023,Mazet_Salinier,compteur ponctuel,comptage bidirectionnel,3,1,1,704,598,,100 (8h00 - 9h00),66 (17h00 - 18h00),,49,39,du 12/04/2023 au 18/04/2023,6,Rue des Grèzes,UNKNOWN, ,residential,Montpellier, ,73831260
4440,1228,46414,MONTPELLIER. Avenue de la Colline,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,1277,1187,3,,,,,,du 09/06/2023 au 17/06/2023,8,Avenue de la Colline,UNKNOWN, ,residential,Montpellier, ,34201040
4438,1228,46414,MONTPELLIER. Avenue de la Colline,2023,Favier_Eglantiers,compteur ponctuel,comptage bidirectionnel,3,2,0,1076,1014,3,149 (7h45 - 8h45),87 (16h00 - 17h00),25,34,20,du 09/06/2023 au 17/06/2023,8,Avenue de la Colline,UNKNOWN, ,residential,Montpellier, ,34201040
4439,1228,46414,MONTPELLIER. Avenue de la Colline,2023,Eglantiers_Favier,compteur ponctuel,comptage bidirectionnel,3,2,1,201,173,0,22 (8h15 - 9h15),22 (17h00 - 18h00),38,37,23,du 09/06/2023 au 17/06/2023,8,Avenue de la Colline,UNKNOWN, ,residential,Montpellier, ,34201040
1658,55950,46417,MONTPELLIER. Rue des Eglantiers,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,406,354,0,,,,,,du 09/06/2023 au 17/06/2023,8,Rue des Églantiers,UNKNOWN, ,residential,Montpellier, ,34201356
1656,55950,46417,MONTPELLIER. Rue des Eglantiers,2023,Boissier_Colline,compteur ponctuel,comptage bidirectionnel,3,1,0,228,202,0,33 (8h00 - 9h00),18 (17h00 - 18h00),32,36,22,du 09/06/2023 au 17/06/2023,8,Rue des Églantiers,UNKNOWN, ,residential,Montpellier, ,34201356
1657,55950,46417,MONTPELLIER. Rue des Eglantiers,2023,Colline_Boissier,compteur ponctuel,comptage bidirectionnel,3,1,1,178,152,0,21 (8h15 - 9h15),15 (12h15 - 13h15),28,36,21,du 09/06/2023 au 17/06/2023,8,Rue des Églantiers,UNKNOWN, ,residential,Montpellier, ,34201356
721,55962,4677,MONTPELLIER. Avenue de Saint Maur,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,593,521,,,,,,,du 20/06/2023 au 26/06/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier,Voie verte et assimilé,22900670
720,55962,4677,MONTPELLIER. Avenue de Saint Maur,2023,Ricard_Bourrier,compteur ponctuel,comptage bidirectionnel,3,1,1,399,361,,32 (12h00 - 13h00),42 (18h00 - 19h00),,36,24,du 20/06/2023 au 26/06/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier,Voie verte et assimilé,22900670
719,55962,4677,MONTPELLIER. Avenue de Saint Maur,2023,Bourrier_Ricard,compteur ponctuel,comptage bidirectionnel,3,1,0,194,160,,14 (11h00 - 12h00),21 (17h00 - 18h00),,32,24,du 20/06/2023 au 26/06/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier,Voie verte et assimilé,22900670
2509,2005,46787,MONTPELLIER. Avenue du pont Juvenal,2023,Blum_Laurens,compteur ponctuel,comptage unidirectionnel,1,2,0,3586,3334,,249 (9h00 - 10h00),347 (17h00 - 18h00),,37,27,du 30/11/2023 au 06/12/2023,6,Avenue du Pont Juvénal,YES, ,secondary,Montpellier, ,26388427
4555,318,4680,MONTPELLIER. Avenue de Saint Maur,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,2730,2450,,,,,,,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,37216204
4553,318,4680,MONTPELLIER. Avenue de Saint Maur,2023,Sports_Françoise,compteur ponctuel,comptage bidirectionnel,3,2,0,1824,1629,,132 (12h00 - 13h00),195 (18h00 - 19h00),2,42,33,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,37216204
4554,318,4680,MONTPELLIER. Avenue de Saint Maur,2023,Françoise_Sports,compteur ponctuel,comptage bidirectionnel,3,2,1,906,821,,88 (8h00 - 9h00),66 (15h00 - 16h00),,33,24,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,37216204
1605,328,4685,MONTPELLIER. Avenue Saint Maurice de Sauret,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,3627,3146,,,,,,,du 22/05/2023 au 28/05/2023,6,Avenue Saint-Maurice de Sauret,UNKNOWN, ,residential,Montpellier, ,22900637
1604,328,4685,MONTPELLIER. Avenue Saint Maurice de Sauret,2023,Ricard-Maur,compteur ponctuel,comptage bidirectionnel,3,1,1,2466,2140,,195 (8h00 - 9h00),308 (18h00 - 19h00),0,22,13,du 22/05/2023 au 28/05/2023,6,Avenue Saint-Maurice de Sauret,UNKNOWN, ,residential,Montpellier, ,22900637
1603,328,4685,MONTPELLIER. Avenue Saint Maurice de Sauret,2023,Maur-Ricard,compteur ponctuel,comptage bidirectionnel,3,1,0,1161,1006,,83 (9h00 - 10h00),115 (17h00 - 18h00),1,37,22,du 22/05/2023 au 28/05/2023,6,Avenue Saint-Maurice de Sauret,UNKNOWN, ,residential,Montpellier, ,22900637
5969,55878,46899,LATTES-BOIRARGUES. Chemin du Mas Rouge,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,2479,2193,4,,,,,,du 22/03/2023 au 29/03/2023,7,Chemin du Mas Rouge,UNKNOWN, ,residential,Lattes, ,25824804
5967,55878,46899,LATTES-BOIRARGUES. Chemin du Mas Rouge,2023,Cap_Cinsault,compteur ponctuel,comptage bidirectionnel,3,1,0,1272,1109,1,133 (8h00 - 9h00),161 (17h30 - 18h30),2,41,31,du 22/03/2023 au 29/03/2023,7,Chemin du Mas Rouge,UNKNOWN, ,residential,Lattes, ,25824804
5968,55878,46899,LATTES-BOIRARGUES. Chemin du Mas Rouge,2023,Cinsault_Cap,compteur ponctuel,comptage bidirectionnel,3,1,1,1207,1084,3,114 (8h00 - 9h00),140 (17h30 - 18h30),2,40,32,du 22/03/2023 au 29/03/2023,7,Chemin du Mas Rouge,UNKNOWN, ,residential,Lattes, ,25824804
4272,55958,4700,MONTPELLIER Avenue de Saint Maur,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,908,827,,,,,,,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,35766960
4271,55958,4700,MONTPELLIER Avenue de Saint Maur,2023,Ombrettes_Sitelles,compteur ponctuel,comptage bidirectionnel,3,1,1,494,450,,37 (8h00 - 9h00),52 (18h00 - 19h00),,37,24,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,35766960
4270,55958,4700,MONTPELLIER Avenue de Saint Maur,2023,Sitelles_Ombrettes,compteur ponctuel,comptage bidirectionnel,3,1,0,414,377,,37 (8h00 - 9h00),37 (18h00 - 19h00),,39,27,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,35766960
2941,325,4705,MONTPELLIER. Avenue de Saint Maur,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,1115,1037,,,,,,,du 20/06/2023 au 26/06/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,35766960
2939,325,4705,MONTPELLIER. Avenue de Saint Maur,2023,Equerre_Lombard,compteur ponctuel,comptage bidirectionnel,3,1,0,581,541,,49 (8h00 - 9h00),45 (18h00 - 19h00),32,58,44,du 20/06/2023 au 26/06/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,35766960
2940,325,4705,MONTPELLIER. Avenue de Saint Maur,2023,Lombard_Equerre,compteur ponctuel,comptage bidirectionnel,3,1,1,534,496,,48 (12h00 - 13h00),59 (18h00 - 19h00),19,53,38,du 20/06/2023 au 26/06/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,35766960
1655,83522,47055,MONTPELLIER. Chemin de Poutingon,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,5621,4998,,,,,,,du 14/12/2023 au 20/12/2023,6,Chemin de Poutingon,UNKNOWN, ,residential,Montpellier, ,22905512
1654,83522,47055,MONTPELLIER. Chemin de Poutingon,2023,Nouguier_Toulouse,compteur ponctuel,comptage bidirectionnel,3,1,1,3290,2965,,257 (12h00 - 13h00),291 (16h00 - 17h00),,24,14,du 14/12/2023 au 20/12/2023,6,Chemin de Poutingon,UNKNOWN, ,residential,Montpellier, ,22905512
1653,83522,47055,MONTPELLIER. Chemin de Poutingon,2023,Toulouse_Nouguier,compteur ponctuel,comptage bidirectionnel,3,1,0,2331,2033,,305 (8h00 - 9h00),179 (17h00 - 18h00),,27,17,du 14/12/2023 au 20/12/2023,6,Chemin de Poutingon,UNKNOWN, ,residential,Montpellier, ,22905512
3940,1118,47313,MONTPELLIER. Rue Edouard VII,2023,Barbusse_Claret,compteur ponctuel,comptage unidirectionnel,1,2,0,2867,2614,22,341 (7h45 - 8h45),262 (17h30 - 18h30),73,43,32,du 11/10/2023 au 19/10/2023,8,Rue Édouard VII,YES, ,residential,Montpellier, ,47203042
3943,55954,47314,MONTPELLIER. Rue du 56eme Regiment d'Artilleurie,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,1482,1331,6,,,,,,du 13/06/2023 au 21/06/2023,8,Rue du Cinquante Sixième Régiment d'Artillerie,UNKNOWN, ,residential,Montpellier, ,31429485
3941,55954,47314,MONTPELLIER. Rue du 56eme Regiment d'Artilleurie,2023,Etangs_Lepic,compteur ponctuel,comptage bidirectionnel,3,1,0,846,745,5,94 (8h00 - 9h00),111 (17h30 - 18h30),65,43,30,du 13/06/2023 au 21/06/2023,8,Rue du Cinquante Sixième Régiment d'Artillerie,UNKNOWN, ,residential,Montpellier, ,31429485
3942,55954,47314,MONTPELLIER. Rue du 56eme Regiment d'Artilleurie,2023,Lepic_Etangs,compteur ponctuel,comptage bidirectionnel,3,1,1,636,586,1,42 (8h15 - 9h15),87 (16h45 - 17h45),60,43,29,du 13/06/2023 au 21/06/2023,8,Rue du Cinquante Sixième Régiment d'Artillerie,UNKNOWN, ,residential,Montpellier, ,31429485
7308,686,4738,MONTPELLIER. Boulevard Mounie,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,648,559,,,,,,,du 22/05/2023 au 28/05/2023,6,Boulevard Mounié,UNKNOWN, ,residential,Montpellier, ,22938807
7307,686,4738,MONTPELLIER. Boulevard Mounie,2023,Paradisiers_Renan,compteur ponctuel,comptage bidirectionnel,3,2,1,369,322,,38 (8h00 - 9h00),41 (17h00 - 18h00),0,36,28,du 22/05/2023 au 28/05/2023,6,Boulevard Mounié,UNKNOWN, ,residential,Montpellier, ,22938807
7306,686,4738,MONTPELLIER. Boulevard Mounie,2023,Renan_Paradisiers,compteur ponctuel,comptage bidirectionnel,3,2,0,279,237,,40 (8h00 - 9h00),38 (17h00 - 18h00),,34,24,du 22/05/2023 au 28/05/2023,6,Boulevard Mounié,UNKNOWN, ,residential,Montpellier, ,22938807
7283,319,4745,MONTPELLIER. Avenue de Saint Maur,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,3708,3323,,,,,,,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,37216206
7281,319,4745,MONTPELLIER. Avenue de Saint Maur,2023,Paradisiers_Sports,compteur ponctuel,comptage bidirectionnel,3,2,0,2211,1980,,174 (8h00 - 9h00),203 (17h00 - 18h00),3,41,31,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,37216206
7282,319,4745,MONTPELLIER. Avenue de Saint Maur,2023,Sports_Paradisiers,compteur ponctuel,comptage bidirectionnel,3,2,1,1497,1343,,116 (12h00 - 13h00),143 (17h00 - 18h00),1,41,33,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,37216206
289,55910,47514,MONTPELLIER. Rue de la Croix Verte,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,2364,1870,10,,,,,,du 10/05/2023 au 18/05/2023,8,Rue de la Croix Verte,UNKNOWN, ,residential,Montpellier,Bande cyclable droite,25893362
288,55910,47514,MONTPELLIER. Rue de la Croix Verte,2023,Apothicaires_Theriaque,compteur ponctuel,comptage bidirectionnel,3,1,1,1289,1020,4,133 (8h30 - 9h30),145 (17h00 - 18h00),63,39,29,du 10/05/2023 au 18/05/2023,8,Rue de la Croix Verte,UNKNOWN, ,residential,Montpellier,Bande cyclable droite,25893362
287,55910,47514,MONTPELLIER. Rue de la Croix Verte,2023,Theriaque_Apothicaires,compteur ponctuel,comptage bidirectionnel,3,1,0,1075,850,6,164 (8h00 - 9h00),107 (17h15 - 18h15),55,39,27,du 10/05/2023 au 18/05/2023,8,Rue de la Croix Verte,UNKNOWN, ,residential,Montpellier,Bande cyclable droite,25893362
1687,55912,47586,MONTPELLIER. Rue Edouard VII,2023,Barbusse_Claret,compteur ponctuel,comptage unidirectionnel,1,1,0,3465,3109,17,318 (8h00 - 9h00),284 (16h45 - 17h45),71,41,31,du 22/05/2023 au 28/05/2023,6,Rue Édouard VII,YES, ,residential,Montpellier, ,47203042
3672,55956,4759,MONTPELLIER. Boulevard Ernest Renan,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,686,587,,,,,,,du 22/05/2023 au 28/05/2023,6,Boulevard Ernest Renan,UNKNOWN, ,residential,Montpellier, ,22937248
3671,55956,4759,MONTPELLIER. Boulevard Ernest Renan,2023,Viala_Blazy,compteur ponctuel,comptage bidirectionnel,3,1,1,380,322,,54 (8h00 - 9h00),46 (17h00 - 18h00),,38,28,du 22/05/2023 au 28/05/2023,6,Boulevard Ernest Renan,UNKNOWN, ,residential,Montpellier, ,22937248
3670,55956,4759,MONTPELLIER. Boulevard Ernest Renan,2023,Blazy_Viala,compteur ponctuel,comptage bidirectionnel,3,1,0,306,265,,34 (8h00 - 9h00),31 (17h00 - 18h00),,40,30,du 22/05/2023 au 28/05/2023,6,Boulevard Ernest Renan,UNKNOWN, ,residential,Montpellier, ,22937248
2078,75517,47596,SAUSSAN. Rue de la Font Romana,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,415,364,3,,,,,,du 12/09/2023 au 20/09/2023,8,Rue de la Font Romana,UNKNOWN, ,residential,Saussan, ,58370642
2077,75517,47596,SAUSSAN. Rue de la Font Romana,2023,Coppe Cambe_Chasseurs,compteur ponctuel,comptage bidirectionnel,3,1,1,249,223,2,21 (8h15 - 9h15),27 (17h15 - 18h15),71,41,31,du 12/09/2023 au 20/09/2023,8,Rue de la Font Romana,UNKNOWN, ,residential,Saussan, ,58370642
2076,75517,47596,SAUSSAN. Rue de la Font Romana,2023,Chasseurs_Coppe Cambe,compteur ponctuel,comptage bidirectionnel,3,1,0,166,141,1,20 (7h30 - 8h30),16 (17h00 - 18h00),64,40,29,du 12/09/2023 au 20/09/2023,8,Rue de la Font Romana,UNKNOWN, ,residential,Saussan, ,58370642
7451,141,4762,MONTPELLIER. Rue des Paradisiers,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,735,637,,,,,,,du 22/05/2023 au 28/05/2023,6,Rue des Paradisiers,UNKNOWN, ,residential,Montpellier, ,39027279
7450,141,4762,MONTPELLIER. Rue des Paradisiers,2023,Mounié_Passereaux,compteur ponctuel,comptage bidirectionnel,3,2,1,583,503,,67 (8h00 - 9h00),59 (17h00 - 18h00),0,36,25,du 22/05/2023 au 28/05/2023,6,Rue des Paradisiers,UNKNOWN, ,residential,Montpellier, ,39027279
7449,141,4762,MONTPELLIER. Rue des Paradisiers,2023,Passereaux_Mounié,compteur ponctuel,comptage bidirectionnel,3,2,0,152,134,,13 (9h00 - 10h00),18 (17h00 - 18h00),,29,18,du 22/05/2023 au 28/05/2023,6,Rue des Paradisiers,UNKNOWN, ,residential,Montpellier, ,39027279
1396,1694,4776,MONTPELLIER. Avenue Xavier de Ricard,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,597,524,,,,,,,du 22/05/2023 au 28/05/2023,6,Avenue Xavier de Ricard,UNKNOWN, ,residential,Montpellier,Voie verte et assimilé,26590294
1395,1694,4776,MONTPELLIER. Avenue Xavier de Ricard,2023,Chardonnerets_Bergeronnettes,compteur ponctuel,comptage bidirectionnel,3,2,1,314,271,,33 (8h00 - 9h00),25 (17h00 - 18h00),12,49,33,du 22/05/2023 au 28/05/2023,6,Avenue Xavier de Ricard,UNKNOWN, ,residential,Montpellier,Voie verte et assimilé,26590294
1394,1694,4776,MONTPELLIER. Avenue Xavier de Ricard,2023,Bergeronnettes_Chardonnerets,compteur ponctuel,comptage bidirectionnel,3,2,0,283,253,,22 (12h00 - 13h00),25 (17h00 - 18h00),9,47,33,du 22/05/2023 au 28/05/2023,6,Avenue Xavier de Ricard,UNKNOWN, ,residential,Montpellier,Voie verte et assimilé,26590294
3264,322,4787,MONTPELLIER. Avenue de Saint Maur,2023,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,2705,2443,,,,,,,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,37216204
3262,322,4787,MONTPELLIER. Avenue de Saint Maur,2023,Palombes_Sauret,compteur ponctuel,comptage bidirectionnel,3,2,0,1852,1657,,118 (12h00 - 13h00),200 (18h00 - 19h00),38,58,48,du 22/05/2023 au 28/05/2023,6,Avenue de Saint-Maur,UNKNOWN, ,residential,Montpellier, ,37216204
